,OsloO,OsloS,OsloN,OsloV,Aas,Moss,Fredrikstad,Sarpsborg,Drammen,Lillestrom,Jessheim,Honefoss,Nesbyen,Gol,Geilo,Kongsberg,Porsgrunn,Seljord,Horten,Sandefjord,Rauland,Risor,Arendal,Grimstad,KristiansandS,KristiansandN,Mandal,Lyngdal,Vestbygd,Flekkefjord,Tonstad,Evje,Rysstad,Hovden,Aamli,Egersund,Heskestad,Byrkjedal,Bryne,Erfjord,StavangerS,StavangerO,StavangerV,Aardal,Sauda,Vikedal,Aksdal,Haugesund,Ferkingstad,Bomlo,Skaanevik,Roldal,Odda,Rosendal,Mundheim,Osoyro,Fusa,Austevoll,Eikelandsosen,Norheimsund,Kinsarvik,Eidfjord,Vossevangen,BergenS,Loddefjord,BergenN,Nyborg,Aagotnes,Flaam,Sogndal,Forde,Nordfjordeid,Maaloy,Kongsvinger,Flisa,Hamar,Gjovik,Lillehammer,Trysil,Koppang,Vinstra,Beitostolen,Lom,Dokka,Hodalen,Alvdal,Dombaas,Vestre Gausdal,Fagernes,Geiranger,Volda,Ulsteinvik,Aalesund,Aandalsnes,Molde,Tingvoll,Sunndalsora,Kristiansund,Rindal,Orkanger,Hestvika,Kvenvaer,Sistranda,Titran,Oppdal,Berkaak,Rennebu,Storen,Melhus,TrondheimV,TrondheimS,TrondheimN,TrondheimO,Roros,Haltdalen,Selbu,Hommelvik,Stjordal,Meraaker,Frosta,Vanvikan,Brekstad,Levanger,Mosvik,Steinkjer,Aafjord,Steinsdalen,Flatanger,Namsos,Namsskogan,Foldereid,Rorvik,Bronnoysund,Hattfjelldal,Mosjoen,Sandnessjoen,Mo i Rana,Jektvik,Glomfjord,Krokstranda,Storjord,Fauske,Bodo,Morsvikbotn,Leinesfjorden,Hamsund,Ballangen,Narvik,Sortland,Andenes,Nordland,Leknes,Sorvaagen,Harstad,Bardufoss,Gryllefjord,Elverhoy,Tromso,Skulsfjord,Hansnes,Finnsnes,Olderdalen,Skjervoy,Alta,Kautokeino,Karasjok,Lakselv,Olderfjord,Honningsvaag,Hammerfest,Veidnes,Mehamn,Borselv,Tana bru,Tana,Vadso,Kirkenes,Vardo,Baatsfjord
Aalesund,525.507,536.176,530.705,536.768,562.778,589.708,621.651,620.633,559.176,527.734,504.282,498.453,428.108,409.671,429.362,579.067,670.696,614.771,604.876,636.474,632.07,746.816,771.978,787.468,816.447,814.165,813.463,786.013,797.384,749.929,731.059,779.5,661.708,591.956,717.974,699.656,709.278,683.601,653.407,592.86,629.413,626.903,622.913,633.907,544.962,567.256,552.38,553.789,582.553,514.664,541.063,509.763,468.368,507.33,478.827,443.995,455.973,456.733,461.8,453.848,427.579,428.917,385.879,425.07,423.752,414.602,404.892,440.991,334.771,263.167,243.219,139.915,194.407,519.955,494.52,424.283,407.959,365.607,518.894,386.512,287.075,418.273,204.996,417.387,367.986,314.301,211.932,362.589,443.459,108.292,69.959,45.478,0,108.193,81.72,158.462,169.023,147.363,221.238,277.777,336.094,378.478,367.412,394.92,237.733,272.518,273.324,302.86,310.204,320.691,315.402,318.402,322.875,388.371,358.206,382.44,338.517,350.064,396.706,386.392,341.045,334.967,397.125,407.845,436.164,394.767,464.929,506.243,493.521,587.748,591.101,580.033,687.762,687.798,704.281,767.342,790.249,912.206,981.497,851.499,934.433,966.169,1018.989,1041.004,1124.924,1129.944,1170.352,1217.06,1209.421,1304.992,1201.428,1177.588,1119.94,1227.767,1318.998,1343.831,1450.098,1454.237,1474.378,1512.136,1361.601,1482.105,1550.161,1689.199,1619.7,1747.965,1821.326,1797.347,1897.552,1829.35,1936.678,2028.341,1863.087,1841.09,1871.52,1900.286,1916.175,1975.58,1946.67
Aandalsnes,419.649,430.318,424.847,430.91,456.92,483.85,515.793,514.775,453.318,421.876,398.424,392.595,407.738,388.996,436.936,473.209,564.838,552.352,499.018,530.616,595.838,640.958,666.12,683.333,729.256,726.974,779.039,798.971,832.069,804.453,785.583,717.081,678.138,646.48,655.555,754.18,763.802,738.125,707.931,647.384,683.937,681.427,677.437,688.431,599.486,621.78,606.904,608.313,637.077,569.188,595.587,564.287,522.892,561.854,533.351,498.519,510.497,511.257,516.324,508.372,482.103,483.441,440.403,479.594,478.276,469.126,459.416,495.515,389.295,317.691,297.743,194.439,248.931,414.097,388.662,318.425,302.101,259.749,413.036,280.654,181.217,371.626,189.835,311.529,262.128,208.443,106.074,256.731,337.601,134.134,156.411,131.93,108.17,0,58.134,136.964,128.391,125.865,199.045,254.291,312.257,356.285,345.219,372.727,184.209,219.612,220.418,252.125,283.097,298.449,293.16,296.16,300.633,282.513,305.3,360.247,316.324,327.871,374.513,364.199,318.803,312.774,374.932,385.603,413.971,372.574,442.736,484.001,471.279,565.555,568.908,557.791,665.569,665.605,682.088,745.149,768.056,889.964,959.255,829.306,912.24,943.976,996.796,1018.811,1102.731,1107.751,1148.159,1194.867,1187.228,1282.799,1179.235,1155.395,1097.747,1205.574,1296.805,1321.638,1427.905,1432.044,1452.185,1489.943,1339.408,1459.912,1527.968,1667.006,1597.507,1725.772,1799.133,1775.154,1875.359,1807.157,1914.485,2006.148,1840.894,1818.897,1849.327,1878.093,1836.419,1953.387,1924.477
Molde,476.771,487.44,481.969,488.032,514.042,540.972,572.915,571.897,510.44,478.998,455.546,449.717,456.143,437.706,457.397,530.331,621.96,609.474,556.14,587.738,652.96,698.08,723.242,740.455,786.378,784.096,836.161,814.048,825.419,777.964,759.094,774.203,689.743,619.991,712.677,727.691,737.313,711.636,681.442,620.895,657.448,654.938,650.948,661.942,572.997,595.291,580.415,581.824,610.588,542.699,569.098,537.798,496.403,535.365,506.862,472.03,484.008,484.768,489.835,481.883,455.614,456.952,413.914,453.105,451.787,442.637,432.927,469.026,362.806,291.202,271.254,167.95,222.442,471.644,446.209,375.547,359.223,316.871,447.86,338.6,238.339,428.748,206.824,368.651,288.315,266.389,163.196,313.853,394.723,109.834,129.922,105.441,81.681,58.088,0,78.83,87.303,67.731,141.606,196.157,256.462,298.846,287.78,315.288,156.013,190.798,191.604,223.228,229.828,240.315,235.026,238.026,242.499,308.7,276.486,302.633,258.71,270.257,316.899,306.585,260.669,255.335,317.124,327.469,356.163,315.135,385.297,425.867,413.145,507.941,511.294,499.657,607.955,607.991,624.474,687.535,710.442,831.83,901.121,771.692,854.626,886.362,939.182,961.197,1045.117,1050.137,1090.545,1137.253,1129.614,1225.185,1121.621,1097.781,1040.133,1147.96,1239.191,1264.024,1370.291,1374.43,1394.571,1432.329,1281.794,1402.298,1470.354,1609.392,1539.893,1668.158,1741.519,1717.54,1817.745,1749.543,1856.871,1948.534,1783.28,1761.283,1791.713,1820.479,1835.551,1895.773,1866.863
Tingvoll,508.044,518.713,513.242,519.305,545.315,572.245,604.188,603.17,541.713,510.271,486.819,480.99,496.133,477.391,525.331,561.604,653.502,640.747,587.413,619.436,684.233,729.778,754.94,772.153,818.076,815.794,867.859,887.366,904.211,856.756,837.886,805.476,766.533,698.783,743.95,806.483,816.105,790.428,760.234,699.687,736.24,733.73,729.74,740.734,651.789,674.083,659.207,660.616,689.38,621.491,647.89,616.59,575.195,614.157,585.654,550.822,562.8,563.56,568.627,560.675,534.406,535.744,492.706,531.897,530.579,521.429,511.719,547.818,441.598,369.994,350.046,246.742,301.234,487.608,437.783,406.82,390.496,348.144,407.6,307.047,269.612,460.021,278.23,399.924,248.055,234.836,194.469,345.126,425.996,186.683,206.771,182.29,158.53,136.88,78.792,0,47.043,52.18,79.914,134.465,192.782,237.154,226.088,253.596,115.753,144.565,143.677,161.536,168.136,178.623,173.334,176.334,180.807,265.987,217.999,240.941,197.018,208.565,255.207,244.893,198.977,193.643,255.432,265.777,294.471,253.443,323.605,364.175,351.453,446.249,449.602,437.965,546.263,546.299,562.782,625.843,648.75,770.138,839.429,710,792.934,824.67,877.49,899.505,983.425,988.445,1028.853,1075.561,1067.922,1163.493,1059.929,1036.089,978.441,1086.268,1177.499,1202.332,1308.599,1312.738,1332.879,1370.637,1220.102,1340.606,1408.662,1547.7,1478.201,1606.466,1679.827,1655.848,1756.053,1687.851,1795.179,1886.842,1721.588,1699.591,1730.021,1758.787,1773.859,1834.081,1805.171
Sunndalsora,461.143,471.812,466.341,472.404,498.414,525.344,557.287,556.269,494.812,463.37,439.918,434.089,449.232,430.49,478.43,514.703,606.601,593.846,540.512,572.535,637.332,682.877,708.039,725.252,771.175,768.893,820.958,840.465,873.563,865.151,846.281,758.575,719.919,707.178,697.049,814.878,824.5,798.823,768.629,708.082,744.635,742.125,738.135,749.129,660.184,682.478,667.602,669.011,697.775,629.886,656.285,624.985,583.59,622.552,594.049,559.217,571.195,571.955,577.022,569.07,542.801,544.139,501.101,540.292,538.974,529.824,520.114,556.213,449.993,378.389,358.441,255.137,309.629,440.707,390.882,359.919,343.595,301.243,360.699,260.146,222.711,413.12,231.329,353.023,201.154,187.935,147.568,298.225,379.095,197.021,217.109,192.628,168.868,128.305,87.187,47.016,0,98.632,70.998,127.537,183.866,228.238,217.172,244.68,68.852,103.637,104.443,136.15,159.964,170.451,165.162,168.162,172.635,221.539,189.325,232.2,188.277,199.824,246.466,236.152,190.805,184.727,246.885,257.605,285.924,244.527,314.689,356.003,343.281,437.508,440.861,429.793,537.522,537.558,554.041,617.102,640.009,761.966,831.257,701.259,784.193,815.929,868.749,890.764,974.684,979.704,1020.112,1066.82,1059.181,1154.752,1051.188,1027.348,969.7,1077.527,1168.758,1193.591,1299.858,1303.997,1324.138,1361.896,1211.361,1331.865,1399.921,1538.959,1469.46,1597.725,1671.086,1647.107,1747.312,1679.11,1786.438,1878.101,1712.847,1690.85,1721.28,1750.046,1765.935,1825.34,1796.43
Kristiansund,544.443,555.112,549.641,555.704,581.714,608.644,640.587,639.569,578.112,546.67,523.218,517.389,523.815,505.378,525.069,598.003,689.632,677.146,623.812,655.41,720.632,765.752,790.914,808.127,854.05,851.768,903.833,881.72,893.091,845.636,826.766,841.875,757.415,687.663,780.349,795.363,804.985,779.308,749.114,688.567,725.12,722.61,718.62,729.614,640.669,662.963,648.087,649.496,678.26,610.371,636.77,605.47,564.075,603.037,574.534,539.702,551.68,552.44,557.507,549.555,523.286,524.624,481.586,520.777,519.459,510.309,500.599,536.698,430.478,358.874,338.926,235.622,290.114,539.316,489.507,443.219,426.895,384.543,458.473,358.771,306.011,496.42,272.553,436.323,299.431,286.56,230.868,381.525,462.395,175.563,195.651,171.17,147.41,125.76,67.672,52.288,98.767,0,115.064,169.615,189.25,246.346,235.28,262.788,167.477,179.715,178.827,196.686,203.286,213.773,208.484,211.484,215.957,301.137,253.149,276.091,232.168,243.715,290.357,280.043,226.524,216.81,290.582,293.324,329.621,275.041,345.203,391.722,379,478.606,481.959,465.512,578.62,578.656,595.139,658.2,681.107,804.044,873.335,742.357,825.291,857.027,909.847,931.862,1015.782,1020.802,1061.21,1107.85,1100.279,1195.85,1092.286,1068.446,1010.798,1118.625,1209.856,1234.689,1340.956,1345.095,1365.236,1402.994,1252.459,1372.895,1440.951,1579.989,1513.351,1641.616,1714.977,1688.137,1788.342,1720.14,1830.329,1921.992,1756.738,1734.741,1765.171,1793.937,1801.654,1869.231,1840.321
Rindal,467.94,476.096,474.506,479.216,502.698,529.628,561.571,560.553,519.132,457.516,434.064,465.54,480.683,461.941,509.881,546.441,618.954,625.584,544.796,584.732,669.07,695.074,720.236,737.449,783.372,781.09,833.155,865.545,898.643,896.186,890.312,789.241,751.37,740.452,727.582,869.24,878.862,853.185,822.991,762.444,798.997,796.487,792.497,803.491,714.546,736.84,721.964,723.373,752.137,684.248,710.647,679.347,637.952,676.914,648.411,613.579,625.557,626.317,631.384,623.432,597.163,598.501,555.463,594.654,593.336,584.186,574.476,610.575,504.355,432.751,412.803,309.499,363.991,432.659,382.834,362.262,375.046,332.694,343.409,252.098,254.162,444.571,262.78,384.474,184.367,171.951,179.019,329.676,410.546,251.383,271.471,245.047,221.287,198.931,141.549,79.914,71.025,114.937,0,56.539,114.856,157.24,146.174,173.682,100.303,64.651,63.763,81.622,88.966,99.453,94.164,97.164,101.637,186.073,138.085,161.202,117.279,128.826,175.468,165.154,119.807,113.729,175.887,186.607,214.926,173.529,243.691,285.005,272.283,366.51,369.863,358.795,466.524,466.56,483.043,546.104,569.011,690.968,760.259,630.261,713.195,744.931,797.751,819.766,903.686,908.706,949.114,995.822,988.183,1083.754,980.19,956.35,898.702,1006.529,1097.76,1122.593,1228.86,1232.999,1253.14,1290.898,1140.363,1260.867,1328.923,1467.961,1398.462,1526.727,1600.088,1576.109,1676.314,1608.112,1715.44,1807.103,1641.849,1619.852,1650.282,1679.048,1694.937,1754.342,1725.432
Orkanger,474.845,483.001,481.411,486.121,509.603,536.533,568.476,567.458,526.037,464.421,440.969,472.445,487.588,468.846,516.786,553.346,625.859,632.489,551.701,591.637,675.975,701.979,727.141,744.354,790.277,787.995,840.06,872.45,905.548,903.091,897.217,796.146,758.275,747.357,734.487,924.162,933.099,908.107,877.913,817.366,853.919,851.409,847.419,858.413,769.468,791.762,776.886,778.295,807.059,739.17,765.569,734.269,692.874,731.836,703.333,668.501,680.479,681.239,686.306,678.354,652.085,653.423,610.385,649.576,648.258,639.108,629.398,665.497,559.277,487.673,467.725,364.421,418.913,439.564,389.739,369.167,381.951,339.599,350.314,259.003,261.067,451.476,269.685,391.379,191.272,178.856,185.924,336.581,417.451,306.305,326.393,301.912,278.152,254.559,196.471,134.836,127.935,169.859,56.91,0,75.253,117.637,106.571,134.079,107.208,71.556,70.668,62.327,33.671,44.158,38.869,41.869,46.342,166.778,118.79,106.476,62.553,74.1,120.742,110.428,64.512,61.196,120.967,131.312,160.006,120.996,191.158,229.71,216.988,311.784,315.137,303.5,411.798,411.834,428.317,491.378,514.285,635.673,704.964,575.535,658.469,690.205,743.025,765.04,848.96,853.98,894.388,941.096,933.457,1029.028,925.464,901.624,843.976,951.803,1043.034,1067.867,1174.134,1178.273,1198.414,1236.172,1085.637,1206.141,1274.197,1413.235,1343.736,1472.001,1545.362,1521.383,1621.588,1553.386,1660.714,1752.377,1587.123,1565.126,1595.556,1624.322,1639.394,1699.616,1670.706
Hestvika,545.148,553.304,551.714,556.424,579.906,606.836,638.779,637.761,596.34,534.724,511.272,540.217,555.36,536.618,584.558,620.831,696.162,699.974,622.004,661.94,743.46,772.282,797.444,814.657,860.58,858.298,910.363,942.753,975.851,971.648,965.774,864.703,825.76,814.842,803.177,970.268,979.89,954.213,924.019,827.756,899.919,897.515,893.525,868.803,779.858,802.152,822.992,827.318,856.082,788.529,775.959,744.659,703.264,749.33,731.311,716.762,728.74,736.486,720.395,688.744,662.475,663.813,617.231,704.823,703.505,694.355,684.645,720.744,549.266,502.591,522.972,419.668,474.16,509.867,460.042,439.47,449.723,407.371,420.617,329.306,328.839,519.248,337.457,459.151,261.575,249.159,253.696,404.353,485.223,361.552,381.64,357.159,333.399,309.806,251.718,192.714,183.825,189.112,114.788,75.4,0,57.096,46.03,73.538,174.693,141.859,140.971,136.873,108.217,118.704,113.415,116.415,120.888,241.324,193.336,180.453,136.53,148.077,194.719,184.405,139.058,129.344,195.138,205.858,234.177,187.575,257.737,304.256,291.534,385.761,389.114,378.046,485.775,485.811,502.294,565.355,588.262,710.219,779.51,649.512,732.446,764.182,817.002,839.017,922.937,927.957,968.365,1015.073,1007.434,1103.005,999.441,975.601,917.953,1025.78,1117.011,1141.844,1248.111,1252.25,1272.391,1310.149,1159.614,1280.118,1348.174,1487.212,1417.713,1545.978,1619.339,1595.36,1695.565,1627.363,1734.691,1826.354,1661.1,1639.103,1669.533,1698.299,1713.94,1773.593,1744.683
Kvenvaer,590.477,598.633,597.043,601.753,625.235,652.165,684.108,683.09,641.669,580.053,556.601,588.077,603.22,584.478,632.418,668.978,741.491,748.121,667.333,707.269,791.607,817.611,842.773,859.986,905.909,903.627,955.692,988.082,1021.18,1018.723,1012.849,911.778,873.907,862.989,850.119,1012.651,1022.273,996.596,966.402,870.139,942.302,939.898,935.908,911.186,822.241,844.535,865.375,869.701,898.465,830.912,818.342,787.042,745.647,791.713,773.694,759.145,771.123,778.869,762.778,731.127,704.858,706.196,659.614,747.206,745.888,736.738,727.028,763.127,591.649,544.974,565.355,462.051,516.543,555.196,505.371,484.799,497.583,455.231,465.946,374.635,376.699,567.108,385.317,507.011,306.904,294.488,301.556,452.213,533.083,403.935,424.023,399.542,375.782,352.189,294.101,235.097,228.196,231.495,157.171,117.783,57.095,0,45.874,73.382,222.84,187.188,186.3,179.256,150.6,161.087,155.798,158.798,163.271,283.707,235.719,222.836,178.913,190.46,237.102,226.788,181.441,171.727,237.521,248.241,276.56,229.958,300.12,346.639,333.917,428.144,431.497,420.429,528.158,528.194,544.677,607.738,630.645,752.602,821.893,691.895,774.829,806.565,859.385,881.4,965.32,970.34,1010.748,1057.456,1049.817,1145.388,1041.824,1017.984,960.336,1068.163,1159.394,1184.227,1290.494,1294.633,1314.774,1352.532,1201.997,1322.501,1390.557,1529.595,1460.096,1588.361,1661.722,1637.743,1737.948,1669.746,1777.074,1868.737,1703.483,1681.486,1711.916,1740.682,1756.323,1815.976,1787.066
Sistranda,576.514,584.67,583.08,587.79,611.272,638.202,670.145,669.127,627.706,566.09,542.638,574.114,589.257,570.515,618.455,655.015,727.528,734.158,653.37,693.306,777.644,803.648,828.81,846.023,891.946,889.664,941.729,974.119,1007.217,1004.76,998.886,897.815,859.944,849.026,836.156,1001.634,1011.256,985.579,955.385,859.122,931.285,928.881,924.891,900.169,811.224,833.518,854.358,858.684,887.448,819.895,807.325,776.025,734.63,780.696,762.677,748.128,760.106,767.852,751.761,720.11,693.841,695.179,648.597,736.189,734.871,725.721,716.011,752.11,580.632,533.957,554.338,451.034,505.526,541.233,491.408,470.836,483.62,441.268,451.983,360.672,362.736,553.145,371.354,493.048,292.941,280.525,287.593,438.25,519.12,392.918,413.006,388.525,364.765,341.172,283.084,224.08,217.179,220.478,146.154,106.766,46.078,45.923,0,35.288,208.877,173.225,172.337,168.239,139.583,150.07,144.781,147.781,152.254,272.69,224.702,211.819,167.896,179.443,226.085,215.771,170.424,160.71,226.504,237.224,265.543,218.941,289.103,335.622,322.9,417.127,420.48,409.412,517.141,517.177,533.66,596.721,619.628,741.585,810.876,680.878,763.812,795.548,848.368,870.383,954.303,959.323,999.731,1046.439,1038.8,1134.371,1030.807,1006.967,949.319,1057.146,1148.377,1173.21,1279.477,1283.616,1303.757,1341.515,1190.98,1311.484,1379.54,1518.578,1449.079,1577.344,1650.705,1626.726,1726.931,1658.729,1766.057,1857.72,1692.466,1670.469,1700.899,1729.665,1745.306,1804.959,1776.049
Titran,603.93,612.086,610.496,615.206,638.688,665.618,697.561,696.543,655.122,593.506,570.054,601.53,616.673,597.931,645.871,682.431,754.944,761.574,680.786,720.722,805.06,831.064,856.226,873.439,919.362,917.08,969.145,1001.535,1034.633,1032.176,1026.302,925.231,887.36,876.442,863.572,1029.05,1038.672,1012.995,982.801,886.538,958.701,956.297,952.307,927.585,838.64,860.934,881.774,886.1,914.864,847.311,834.741,803.441,762.046,808.112,790.093,775.544,787.522,799.887,779.177,747.526,721.257,722.595,676.013,768.224,766.906,757.756,748.046,784.145,608.048,561.373,586.373,483.069,537.561,568.649,518.824,498.252,511.036,468.684,479.399,388.088,390.152,580.561,398.77,520.464,320.357,307.941,315.009,465.666,546.536,423.457,443.545,418.617,394.857,372.501,315.119,251.496,244.595,247.894,173.57,134.182,73.494,73.339,35.289,0,236.293,200.641,199.753,195.655,166.999,177.486,172.197,175.197,179.67,300.106,252.118,239.235,195.312,206.859,253.501,243.187,197.84,188.126,253.92,264.64,292.959,246.357,316.519,363.038,350.316,444.543,447.896,436.828,544.557,544.593,561.076,624.137,647.044,769.001,838.292,708.294,791.228,822.964,875.784,897.799,981.719,986.739,1027.147,1073.855,1066.216,1161.787,1058.223,1034.383,976.735,1084.562,1175.793,1200.626,1306.893,1311.032,1331.173,1368.931,1218.396,1338.9,1406.956,1545.994,1476.495,1604.76,1678.121,1654.142,1754.347,1686.145,1793.473,1885.136,1719.882,1697.885,1728.315,1757.081,1772.722,1832.375,1803.465
Oppdal,392.578,403.247,397.776,403.839,429.849,456.779,488.722,487.704,426.247,394.805,371.353,365.524,380.667,361.925,409.865,446.138,538.036,525.281,471.947,503.97,568.767,614.312,639.474,656.687,702.61,700.328,752.393,771.9,804.998,796.955,791.081,690.01,651.067,640.149,628.484,846.046,826.963,846.569,816.375,755.828,792.381,789.871,785.881,796.875,707.93,730.224,715.348,716.757,745.521,677.632,704.031,667.724,631.336,670.432,641.929,606.963,618.941,619.701,624.768,616.816,590.547,591.885,545.303,588.038,586.72,577.57,567.86,603.959,497.739,425.979,406.187,323.977,378.469,372.142,322.317,291.354,275.03,232.678,292.833,191.581,154.146,344.555,162.764,284.458,133.288,119.37,79.003,229.66,310.53,259.126,285.949,261.468,237.708,184.137,156.027,115.856,68.956,167.472,100.34,106.851,177.616,217.182,206.116,233.624,0,35.771,36.577,68.284,99.256,120.432,115.143,118.143,122.616,153.673,121.459,182.181,138.258,149.805,196.447,186.133,141.114,166.437,196.672,207.914,235.866,197.973,268.135,306.312,293.59,387.489,390.842,380.102,487.503,487.539,504.022,567.083,589.99,712.275,781.566,651.24,734.174,765.91,818.73,840.745,924.665,929.685,970.093,1016.801,1009.162,1104.733,1001.169,977.329,919.681,1027.508,1118.739,1143.572,1249.839,1253.978,1274.119,1311.877,1161.342,1281.846,1349.902,1488.94,1419.441,1547.706,1621.067,1597.088,1697.293,1629.091,1736.419,1828.082,1662.828,1640.831,1671.261,1700.027,1707.579,1775.321,1746.411
Berkaak,403.371,411.527,409.937,414.647,438.129,465.059,497.002,495.984,454.563,392.947,369.495,400.971,416.114,397.372,445.312,481.872,554.385,561.015,480.227,520.163,604.501,630.505,655.667,672.88,718.803,716.521,768.586,800.976,834.074,831.617,825.743,724.672,686.801,675.883,663.013,880.708,861.625,882.016,851.822,791.275,827.828,825.318,821.328,832.322,743.377,765.671,750.795,752.204,780.968,713.079,739.478,703.458,666.783,705.879,677.376,642.41,654.388,655.148,660.215,652.263,625.994,627.332,580.75,623.485,622.167,613.017,603.307,639.406,533.186,461.426,441.634,358.631,413.123,368.09,318.265,297.693,310.477,268.125,278.84,187.529,189.593,380.002,198.211,319.905,119.798,107.382,114.45,265.107,345.977,294.573,320.603,296.122,272.362,219.584,190.681,144.565,103.61,179.588,64.651,71.162,141.927,184.311,173.245,200.753,35.734,0,0.888,32.827,63.799,84.975,79.686,82.686,87.159,133.99,86.002,146.724,102.801,114.348,160.99,150.676,105.657,130.748,161.215,172.457,200.254,162.516,232.678,270.855,258.133,352.032,355.385,344.645,452.046,452.082,468.565,531.626,554.533,676.818,746.109,615.783,698.717,730.453,783.273,805.288,889.208,894.228,934.636,981.344,973.705,1069.276,965.712,941.872,884.224,992.051,1083.282,1108.115,1214.382,1218.521,1238.662,1276.42,1125.885,1246.389,1314.445,1453.483,1383.984,1512.249,1585.61,1561.631,1661.836,1593.634,1700.962,1792.625,1627.371,1605.374,1635.804,1664.57,1680.787,1739.864,1710.954
Rennebu,404.177,412.333,410.743,415.453,438.935,465.865,497.808,496.79,455.369,393.753,370.301,401.777,416.92,398.178,446.118,482.678,555.191,561.821,481.033,520.969,605.307,631.311,656.473,673.686,719.609,717.327,769.392,801.782,834.88,832.423,826.549,725.478,687.607,676.689,663.819,881.514,862.431,882.822,852.628,792.081,828.634,826.124,822.134,833.128,744.183,766.477,751.601,753.01,781.774,713.885,740.284,704.264,667.589,706.685,678.182,643.216,655.194,655.954,661.021,653.069,626.8,628.138,581.556,624.291,622.973,613.823,604.113,640.212,533.992,462.232,442.44,359.437,413.929,368.896,319.071,298.499,311.283,268.931,279.646,188.335,190.399,380.808,199.017,320.711,120.604,108.188,115.256,265.913,346.783,295.379,321.409,296.928,273.168,220.39,191.487,143.677,104.416,178.7,63.763,70.274,141.039,183.423,172.357,199.865,36.54,0.888,0,33.633,64.605,85.781,80.492,83.492,87.965,134.796,86.808,147.53,103.607,115.154,161.796,151.482,106.463,129.86,162.021,173.263,201.06,163.322,233.484,271.661,258.939,352.838,356.191,345.451,452.852,452.888,469.371,532.432,555.339,677.624,746.915,616.589,699.523,731.259,784.079,806.094,890.014,895.034,935.442,982.15,974.511,1070.082,966.518,942.678,885.03,992.857,1084.088,1108.921,1215.188,1219.327,1239.468,1277.226,1126.691,1247.195,1315.251,1454.289,1384.79,1513.055,1586.416,1562.437,1662.642,1594.44,1701.768,1793.431,1628.177,1606.18,1636.61,1665.376,1681.593,1740.67,1711.76
Storen,435.695,443.851,442.261,446.971,470.453,497.383,529.326,528.308,486.887,425.271,401.819,433.295,448.438,429.696,477.636,514.196,586.709,593.339,512.551,552.487,636.825,662.829,687.991,705.204,751.127,748.845,800.91,833.3,866.398,863.941,858.067,756.996,719.125,708.207,695.337,913.032,893.949,914.34,884.146,823.599,860.152,857.642,853.652,864.646,775.701,797.995,783.119,784.528,813.292,745.403,771.802,735.782,699.107,738.203,709.7,674.734,686.712,687.472,692.539,684.587,658.318,659.656,613.074,655.809,654.491,645.341,635.631,671.73,565.51,493.75,473.958,390.955,445.447,400.414,350.589,330.017,342.801,300.449,294.256,219.853,221.917,412.326,230.535,352.229,150.697,139.706,146.774,297.431,378.301,326.897,352.927,328.446,304.686,251.908,223.005,163.55,135.934,198.573,83.636,62.406,136.898,179.282,168.216,195.724,68.058,32.638,33.444,0,31.127,52.303,47.014,50.014,54.487,104.451,56.463,114.052,70.129,81.676,128.318,118.004,72.985,122.841,128.543,139.785,167.582,129.844,200.006,238.183,225.461,319.36,322.713,311.973,419.374,419.41,435.893,498.954,521.861,644.146,713.437,583.111,666.045,697.781,750.601,772.616,856.536,861.556,901.964,948.672,941.033,1036.604,933.04,909.2,851.552,959.379,1050.61,1075.443,1181.71,1185.849,1205.99,1243.748,1093.213,1213.717,1281.773,1420.811,1351.312,1479.577,1552.938,1528.959,1629.164,1560.962,1668.29,1759.953,1594.699,1572.702,1603.132,1631.898,1648.115,1707.192,1678.282
Melhus,466.848,475.004,473.414,478.124,501.606,528.536,560.479,559.461,518.04,456.424,432.972,464.448,479.591,460.849,508.789,545.349,617.862,624.492,543.704,583.64,667.978,693.982,719.144,736.357,782.28,779.998,832.063,864.453,897.551,895.094,889.22,788.149,750.278,739.36,726.49,944.185,925.102,941.883,911.689,851.142,887.695,885.185,881.195,892.189,803.244,825.538,810.662,812.071,840.835,772.946,799.345,766.935,726.65,765.612,737.109,702.277,714.255,715.015,720.082,712.13,685.861,687.199,643.083,683.352,682.034,672.884,663.174,699.273,577.908,507.534,501.501,398.197,452.689,431.567,381.742,361.17,373.954,331.602,325.409,251.006,253.07,443.479,261.688,383.382,181.85,170.859,177.927,328.584,409.454,340.081,360.169,334.156,310.396,283.061,230.247,168.612,160.134,203.635,89.109,33.776,108.268,150.652,139.586,167.094,99.211,63.791,64.597,31.153,0,23.673,18.384,21.384,25.857,135.604,87.616,85.422,41.499,53.046,99.688,89.374,44.355,94.211,99.913,111.155,138.952,101.214,171.376,209.553,196.831,290.73,294.083,283.343,390.744,390.78,407.263,470.324,493.231,615.516,684.807,554.481,637.415,669.151,721.971,743.986,827.906,832.926,873.334,920.042,912.403,1007.974,904.41,880.57,822.922,930.749,1021.98,1046.813,1153.08,1157.219,1177.36,1215.118,1064.583,1185.087,1253.143,1392.181,1322.682,1450.947,1524.308,1500.329,1600.534,1532.332,1639.66,1731.323,1566.069,1544.072,1574.502,1603.268,1619.485,1678.562,1649.652
