,OsloO,OsloS,OsloN,OsloV,Aas,Moss,Fredrikstad,Sarpsborg,Drammen,Lillestrom,Jessheim,Honefoss,Nesbyen,Gol,Geilo,Kongsberg,Porsgrunn,Seljord,Horten,Sandefjord,Rauland,Risor,Arendal,Grimstad,KristiansandS,KristiansandN,Mandal,Lyngdal,Vestbygd,Flekkefjord,Tonstad,Evje,Rysstad,Hovden,Aamli,Egersund,Heskestad,Byrkjedal,Bryne,Erfjord,StavangerS,StavangerO,StavangerV,Aardal,Sauda,Vikedal,Aksdal,Haugesund,Ferkingstad,Bomlo,Skaanevik,Roldal,Odda,Rosendal,Mundheim,Osoyro,Fusa,Austevoll,Eikelandsosen,Norheimsund,Kinsarvik,Eidfjord,Vossevangen,BergenS,Loddefjord,BergenN,Nyborg,Aagotnes,Flaam,Sogndal,Forde,Nordfjordeid,Maaloy,Kongsvinger,Flisa,Hamar,Gjovik,Lillehammer,Trysil,Koppang,Vinstra,Beitostolen,Lom,Dokka,Hodalen,Alvdal,Dombaas,Vestre Gausdal,Fagernes,Geiranger,Volda,Ulsteinvik,Aalesund,Aandalsnes,Molde,Tingvoll,Sunndalsora,Kristiansund,Rindal,Orkanger,Hestvika,Kvenvaer,Sistranda,Titran,Oppdal,Berkaak,Rennebu,Storen,Melhus,TrondheimV,TrondheimS,TrondheimN,TrondheimO,Roros,Haltdalen,Selbu,Hommelvik,Stjordal,Meraaker,Frosta,Vanvikan,Brekstad,Levanger,Mosvik,Steinkjer,Aafjord,Steinsdalen,Flatanger,Namsos,Namsskogan,Foldereid,Rorvik,Bronnoysund,Hattfjelldal,Mosjoen,Sandnessjoen,Mo i Rana,Jektvik,Glomfjord,Krokstranda,Storjord,Fauske,Bodo,Morsvikbotn,Leinesfjorden,Hamsund,Ballangen,Narvik,Sortland,Andenes,Nordland,Leknes,Sorvaagen,Harstad,Bardufoss,Gryllefjord,Elverhoy,Tromso,Skulsfjord,Hansnes,Finnsnes,Olderdalen,Skjervoy,Alta,Kautokeino,Karasjok,Lakselv,Olderfjord,Honningsvaag,Hammerfest,Veidnes,Mehamn,Borselv,Tana bru,Tana,Vadso,Kirkenes,Vardo,Baatsfjord
Nordland,1368.576,1376.732,1375.142,1379.852,1403.334,1430.264,1462.207,1461.189,1419.768,1358.152,1334.7,1366.176,1381.319,1362.577,1410.517,1447.077,1519.59,1526.22,1445.432,1485.368,1569.706,1595.71,1620.872,1638.085,1684.008,1681.726,1733.791,1766.181,1799.279,1796.822,1790.948,1689.877,1652.006,1641.088,1628.218,1817.601,1826.83,1801.546,1771.352,1675.089,1747.252,1744.848,1740.858,1716.136,1627.191,1649.485,1670.325,1676.174,1704.938,1637.385,1623.292,1591.992,1550.597,1596.663,1578.644,1565.618,1577.596,1587.701,1567.728,1536.077,1509.808,1511.146,1464.564,1554.747,1570.201,1561.051,1551.341,1587.44,1399.389,1329.015,1392.392,1289.088,1343.58,1333.295,1283.47,1262.898,1275.682,1233.33,1223.386,1152.734,1154.798,1345.207,1163.416,1285.11,1079.447,1072.587,1079.655,1230.312,1311.182,1230.972,1251.06,1225.236,1201.476,1179.12,1121.138,1059.503,1051.214,1086.481,980.189,924.667,999.348,1041.732,1030.666,1058.174,1000.939,965.519,966.325,932.881,904.225,894.01,886.632,886.307,882.609,1033.973,989.344,892.513,862.982,854.952,901.594,844.414,865.836,903.272,806.811,805.902,767.385,868.476,797.954,800.364,734.81,613.822,705.534,750.109,608.873,571.893,498.733,521.639,412.292,434.851,368.138,350.162,288.018,236.141,232.387,160.35,179.34,71.421,158.304,215.186,108.987,204.558,0,74.871,133.153,162.581,285.357,243.283,416.457,420.596,440.737,478.495,305.457,448.396,516.344,655.382,691.057,819.322,826.974,763.53,863.735,795.533,942.984,1051.596,869.393,1000.563,1008.121,1068.319,1142.32,1143.613,1107.031
Leknes,1344.567,1352.723,1351.133,1355.843,1379.325,1406.255,1438.198,1437.18,1395.759,1334.143,1310.691,1342.167,1357.31,1338.568,1386.508,1423.068,1495.581,1502.211,1421.423,1461.359,1545.697,1571.701,1596.863,1614.076,1659.999,1657.717,1709.782,1742.172,1775.27,1772.813,1766.939,1665.868,1627.997,1617.079,1604.209,1787.705,1797.327,1771.65,1741.456,1645.193,1717.356,1714.952,1710.962,1686.24,1597.295,1619.589,1640.429,1646.292,1675.056,1607.503,1593.396,1562.096,1520.701,1566.767,1548.748,1535.736,1547.714,1557.805,1537.832,1506.181,1479.912,1481.25,1434.668,1524.851,1540.305,1531.155,1521.445,1557.544,1369.493,1305.206,1368.383,1265.079,1319.571,1309.286,1259.461,1238.889,1251.673,1209.321,1199.577,1128.725,1130.789,1321.198,1139.407,1261.101,1055.706,1048.578,1055.646,1206.303,1287.173,1206.963,1227.051,1201.038,1177.278,1154.922,1097.129,1035.494,1027.016,1062.672,955.991,900.658,975.15,1017.534,1006.468,1033.976,976.93,941.51,942.316,908.872,880.216,870.001,862.623,862.298,858.6,1010.232,965.335,868.704,839.173,831.143,877.785,820.605,842.027,879.463,783.002,782.093,743.576,844.667,774.145,776.555,711.001,590.013,681.725,726.3,585.064,548.084,474.924,497.83,388.483,361.039,294.326,326.353,264.209,211.822,161.512,221.136,240.126,132.207,219.09,290.15,183.951,279.522,74.964,0,62.278,237.545,360.321,318.247,491.421,495.56,515.701,553.459,380.421,523.36,591.308,730.346,766.021,894.286,901.938,838.494,938.699,870.497,1017.948,1126.56,944.357,1075.527,1083.085,1143.283,1217.284,1218.577,1181.995
Sorvaagen,1286.955,1295.111,1293.521,1298.231,1321.713,1348.643,1380.586,1379.568,1338.147,1276.531,1253.079,1284.555,1299.698,1280.956,1328.896,1365.456,1437.969,1444.599,1363.811,1403.747,1488.085,1514.089,1539.251,1556.464,1602.387,1600.105,1652.17,1684.56,1717.658,1715.201,1709.327,1608.256,1570.385,1559.467,1546.597,1730.093,1739.715,1714.038,1683.844,1587.581,1659.744,1657.34,1653.35,1628.628,1539.683,1561.977,1582.817,1588.68,1617.444,1549.891,1535.784,1504.484,1463.089,1509.155,1491.136,1478.124,1490.102,1500.193,1480.22,1448.569,1422.3,1423.638,1377.056,1467.239,1482.693,1473.543,1463.833,1499.932,1311.881,1247.594,1310.771,1207.467,1261.959,1251.674,1201.849,1181.277,1194.061,1151.709,1141.965,1071.113,1073.177,1263.586,1081.795,1203.489,998.094,990.966,998.034,1148.691,1229.561,1149.351,1169.439,1143.426,1119.666,1097.31,1039.517,977.882,969.404,1005.06,898.379,843.046,917.538,959.922,948.856,976.364,919.318,883.898,884.704,851.26,822.604,812.389,805.011,804.686,800.988,952.62,907.723,811.092,781.561,773.531,820.173,762.993,784.415,821.851,725.39,724.481,685.964,787.055,716.533,718.943,653.389,532.401,624.113,668.688,527.452,490.472,417.312,440.218,330.871,303.427,236.714,268.741,206.597,154.21,103.9,229.618,298.359,190.44,277.323,348.383,242.184,337.755,133.197,62.314,0,295.778,418.554,376.48,549.654,553.793,573.934,611.692,438.654,581.593,649.541,788.579,824.254,952.519,960.171,896.727,996.932,928.73,1076.181,1184.793,1002.59,1133.76,1141.318,1201.516,1275.517,1276.81,1240.228
Harstad,1394.798,1402.954,1401.364,1406.074,1429.556,1456.486,1488.429,1487.411,1445.99,1384.374,1360.922,1392.398,1407.541,1388.799,1436.739,1473.299,1545.812,1552.442,1471.654,1511.59,1595.928,1621.932,1647.094,1664.307,1710.23,1707.948,1760.013,1792.403,1825.501,1823.044,1817.17,1716.099,1678.228,1667.31,1654.44,1837.936,1847.558,1821.881,1791.687,1695.424,1767.587,1765.183,1761.193,1736.471,1647.526,1669.82,1690.66,1702.596,1727.468,1663.807,1643.627,1612.327,1570.932,1616.998,1605.066,1592.04,1598.882,1608.036,1588.063,1562.499,1536.23,1537.568,1490.986,1575.082,1590.536,1581.386,1571.676,1607.775,1425.811,1355.437,1418.614,1315.31,1369.802,1359.517,1309.692,1289.12,1301.904,1259.552,1249.808,1178.956,1181.02,1371.429,1189.638,1311.332,1105.869,1098.809,1105.877,1256.534,1337.404,1257.194,1277.282,1251.269,1227.509,1205.153,1147.36,1085.725,1077.247,1112.903,1006.222,950.889,1025.381,1067.765,1056.699,1084.207,1027.161,991.741,992.547,959.103,930.447,920.232,912.854,912.529,908.831,1060.395,1015.566,918.935,889.404,881.374,928.016,870.836,892.258,929.694,833.233,832.324,793.807,894.898,824.376,826.786,761.232,640.244,731.956,776.531,635.295,598.315,525.155,548.061,438.714,483.092,416.379,376.584,314.44,262.563,315.383,186.772,205.762,140.03,143.726,101.278,125.947,221.518,162.642,237.513,295.795,0,171.449,260.357,302.549,306.688,326.829,364.587,214.052,334.488,402.436,541.474,577.149,705.414,713.066,649.622,749.827,681.625,829.076,937.688,755.485,886.655,894.213,954.411,1028.412,1029.705,993.123
Bardufoss,1517.569,1525.725,1524.135,1528.845,1552.327,1579.257,1611.2,1610.182,1568.761,1507.145,1483.693,1515.169,1491.093,1472.351,1520.291,1596.07,1668.583,1675.213,1594.425,1634.361,1718.699,1744.703,1769.865,1787.078,1833.001,1830.719,1882.784,1915.174,1948.272,1945.815,1939.941,1838.87,1800.999,1755.571,1777.211,1955.41,1965.032,1939.355,1909.161,1812.898,1885.061,1882.657,1878.667,1853.945,1765,1787.294,1808.134,1813.997,1842.761,1775.208,1761.101,1729.801,1688.406,1734.472,1716.453,1703.441,1715.419,1731.772,1707.074,1673.886,1647.617,1648.955,1602.373,1698.818,1713.953,1704.803,1695.093,1731.192,1537.198,1478.208,1541.385,1438.081,1492.573,1482.288,1432.463,1411.891,1424.675,1382.323,1372.579,1301.727,1303.791,1382.54,1312.409,1434.103,1228.64,1221.58,1228.648,1379.305,1420.99,1379.965,1400.053,1374.04,1350.28,1327.924,1270.131,1208.496,1200.018,1235.674,1128.993,1073.66,1148.152,1190.536,1179.859,1207.367,1149.932,1114.512,1115.318,1081.874,1053.218,1043.003,1035.625,1035.3,1031.602,1183.166,1138.337,1041.706,1012.175,1004.145,1050.787,993.607,1015.029,1052.465,956.004,955.095,916.578,1017.669,947.147,949.557,884.003,763.015,854.727,899.302,758.066,721.086,647.926,670.832,561.485,605.863,539.15,499.355,437.211,385.334,438.154,309.543,328.533,262.801,266.497,103.036,246.654,145.427,285.413,360.284,418.566,171.368,0,106.594,133.746,137.885,156.033,195.784,45.249,165.685,233.633,372.671,405.7,533.965,544.263,480.819,581.024,512.822,660.273,768.885,586.682,715.206,725.41,782.962,856.963,858.256,821.674
Gryllefjord,1510.853,1519.009,1517.419,1522.129,1545.611,1572.541,1604.484,1603.466,1562.045,1500.429,1476.977,1508.453,1484.377,1465.635,1513.037,1589.354,1661.867,1668.497,1587.709,1627.645,1711.983,1737.987,1763.149,1780.362,1826.285,1824.003,1876.068,1908.458,1941.556,1939.099,1933.225,1832.154,1794.283,1748.317,1770.495,1948.694,1958.316,1932.639,1902.445,1806.182,1878.345,1875.941,1871.951,1847.229,1758.284,1780.578,1801.418,1807.281,1836.045,1768.492,1754.385,1723.085,1681.69,1727.756,1709.737,1696.725,1708.703,1725.056,1700.358,1667.17,1640.901,1642.239,1595.657,1692.102,1707.237,1698.087,1688.377,1724.476,1530.482,1471.378,1534.669,1431.365,1485.857,1475.572,1425.747,1405.175,1417.959,1375.607,1365.749,1295.011,1297.075,1375.824,1305.693,1427.387,1221.81,1214.864,1221.932,1372.589,1414.274,1373.249,1393.337,1367.324,1343.564,1321.208,1263.415,1201.78,1193.302,1228.844,1122.277,1066.944,1141.436,1183.82,1172.754,1200.262,1143.216,1107.796,1108.602,1075.158,1046.502,1036.287,1028.909,1028.584,1024.886,1176.336,1131.621,1034.876,1005.345,997.315,1043.957,986.777,1008.199,1045.635,949.174,948.265,909.748,1010.839,940.317,942.727,877.173,756.185,847.897,892.472,751.236,714.256,641.096,664.002,554.655,599.033,532.32,492.525,430.381,378.504,431.324,302.713,321.703,255.971,259.781,207.031,140.06,38.833,243.219,318.09,376.372,260.348,106.748,0,219.275,223.414,241.562,279.32,62.174,251.214,319.162,458.2,491.229,619.494,629.792,566.348,666.553,598.351,745.802,854.414,672.211,800.735,810.939,868.491,942.492,943.785,907.203
Elverhoy,1648.828,1656.984,1655.394,1660.104,1683.586,1710.516,1742.459,1741.441,1700.02,1638.404,1614.952,1646.428,1622.152,1603.41,1651.35,1727.322,1799.842,1806.465,1725.684,1765.62,1849.951,1875.962,1901.124,1918.337,1964.26,1961.978,2014.043,2046.433,2079.531,2077.074,2071.2,1970.129,1932.251,1886.63,1908.47,2086.469,2096.091,2070.414,2040.22,1943.957,2016.12,2013.716,2009.726,1985.004,1896.059,1918.353,1939.193,1945.056,1973.82,1906.267,1892.16,1860.86,1819.465,1865.531,1847.512,1834.5,1846.478,1862.831,1838.133,1804.945,1778.676,1780.014,1733.432,1829.877,1845.012,1835.862,1826.152,1862.251,1668.257,1603.18,1672.644,1569.34,1623.832,1613.547,1563.722,1543.15,1555.934,1513.582,1503.638,1432.986,1434.905,1513.599,1443.523,1565.362,1359.699,1352.839,1359.762,1510.564,1552.049,1511.224,1531.312,1505.488,1481.728,1459.372,1401.39,1339.755,1331.466,1366.733,1260.441,1204.919,1279.6,1321.984,1310.918,1338.426,1281.191,1245.771,1246.577,1213.133,1184.477,1174.262,1166.884,1166.559,1162.861,1314.225,1269.596,1172.765,1143.234,1135.204,1181.846,1124.666,1146.088,1183.524,1087.063,1086.154,1047.637,1148.728,1078.206,1080.616,1015.062,894.074,985.786,1030.361,889.125,852.145,778.985,801.891,692.544,736.922,670.209,630.414,568.27,516.393,569.213,440.602,459.592,393.86,327.788,234.095,359.247,258.02,416.472,491.343,549.625,302.427,133.812,219.187,0,8.1,24.28,62.038,157.842,176.911,214.012,383.897,416.926,545.191,555.489,492.045,592.25,524.048,671.499,780.111,597.908,726.432,736.636,794.188,868.189,869.482,832.9
Tromso,1652.872,1661.028,1659.438,1664.148,1687.63,1714.56,1746.503,1745.485,1704.064,1642.448,1618.996,1650.472,1626.196,1607.454,1655.394,1731.366,1803.886,1810.509,1729.728,1769.664,1853.995,1880.006,1905.168,1922.381,1968.304,1966.022,2018.087,2050.477,2083.575,2081.118,2075.244,1974.173,1936.295,1890.674,1912.514,2090.513,2100.135,2074.458,2044.264,1948.001,2020.164,2017.76,2013.77,1989.048,1900.103,1922.397,1943.237,1949.1,1977.864,1910.311,1896.204,1864.904,1823.509,1869.575,1851.556,1838.544,1850.522,1866.875,1842.177,1808.989,1782.72,1784.058,1737.476,1833.921,1849.056,1839.906,1830.196,1866.295,1672.301,1607.224,1676.688,1573.384,1627.876,1617.591,1567.766,1547.194,1559.978,1517.626,1507.682,1437.03,1438.949,1517.643,1447.567,1569.406,1363.743,1356.883,1363.806,1514.608,1556.093,1515.268,1535.356,1509.532,1485.772,1463.416,1405.434,1343.799,1335.51,1370.777,1264.485,1208.963,1283.644,1326.028,1314.962,1342.47,1285.235,1249.815,1250.621,1217.177,1188.521,1178.306,1170.928,1170.603,1166.905,1318.269,1273.64,1176.809,1147.278,1139.248,1185.89,1128.71,1150.132,1187.568,1091.107,1090.198,1051.681,1152.772,1082.25,1084.66,1019.106,898.118,989.83,1034.405,893.169,856.189,783.029,805.935,696.588,740.966,674.253,634.458,572.314,520.437,573.257,444.646,463.636,397.904,330.138,238.139,363.291,262.064,420.516,495.387,553.669,306.471,137.856,223.231,8.235,0,26.63,64.388,161.886,180.955,218.056,387.941,420.97,549.235,559.533,496.089,596.294,528.092,675.543,784.155,601.952,730.476,740.68,798.232,872.233,873.526,836.944
Skulsfjord,1641.053,1649.209,1647.619,1652.329,1675.811,1702.741,1734.684,1733.666,1692.245,1630.629,1607.177,1638.653,1618.314,1599.572,1647.512,1719.554,1792.067,1798.697,1717.909,1757.845,1842.183,1868.187,1893.349,1910.562,1956.485,1954.203,2006.268,2038.658,2071.756,2069.299,2063.425,1962.354,1924.483,1882.792,1900.695,2082.631,2092.253,2066.576,2036.382,1940.119,2012.282,2009.878,2005.888,1981.166,1892.221,1914.515,1935.355,1941.218,1969.982,1902.429,1888.322,1857.022,1815.627,1861.693,1843.674,1830.662,1842.64,1858.308,1834.295,1801.107,1774.838,1776.176,1729.594,1825.354,1840.808,1831.658,1821.948,1858.047,1664.419,1599.342,1664.869,1561.565,1616.057,1605.772,1555.947,1535.375,1548.159,1505.807,1495.863,1425.211,1427.275,1509.761,1435.893,1557.587,1351.924,1345.064,1352.132,1502.789,1548.211,1503.449,1523.537,1497.713,1473.953,1451.597,1393.615,1331.98,1323.691,1358.958,1252.666,1197.144,1271.825,1314.209,1303.143,1330.651,1273.416,1237.996,1238.802,1205.358,1176.702,1166.487,1159.109,1158.784,1155.086,1306.45,1261.821,1164.99,1135.459,1127.429,1174.071,1116.891,1138.313,1175.749,1079.288,1078.379,1039.862,1140.953,1070.431,1072.841,1007.287,886.299,978.011,1022.586,881.35,844.37,771.21,794.116,684.769,729.147,662.434,622.639,560.495,508.618,561.438,432.827,450.277,390.022,303.508,258.352,381.527,280.3,440.729,515.6,573.882,324.707,156.092,241.467,24.257,26.598,0,64.228,180.122,199.191,236.292,406.177,439.206,567.471,577.769,514.433,614.53,546.328,693.779,802.391,620.188,748.712,758.916,816.712,890.713,892.006,855.424
Hansnes,1678.811,1686.967,1685.377,1690.087,1713.569,1740.499,1772.442,1771.424,1730.003,1668.387,1644.935,1676.411,1656.072,1637.33,1685.27,1757.312,1829.825,1836.455,1755.667,1795.603,1879.941,1905.945,1931.107,1948.32,1994.243,1991.961,2044.026,2076.416,2109.514,2107.057,2101.183,2000.112,1962.241,1920.55,1938.453,2120.389,2130.011,2104.334,2074.14,1977.877,2050.04,2047.636,2043.646,2018.924,1929.979,1952.273,1973.113,1978.976,2007.74,1940.187,1926.08,1894.78,1853.385,1899.451,1881.432,1868.42,1880.398,1896.066,1872.053,1838.865,1812.596,1813.934,1767.352,1863.112,1878.566,1869.416,1859.706,1895.805,1702.177,1637.1,1702.627,1599.323,1653.815,1643.53,1593.705,1573.133,1585.917,1543.565,1533.621,1462.969,1465.033,1547.519,1473.651,1595.345,1389.682,1382.822,1389.89,1540.547,1585.969,1541.207,1561.295,1535.471,1511.711,1489.355,1431.373,1369.738,1361.449,1396.716,1290.424,1234.902,1309.583,1351.967,1340.901,1368.409,1311.174,1275.754,1276.56,1243.116,1214.46,1204.245,1196.867,1196.542,1192.844,1344.208,1299.579,1202.748,1173.217,1165.187,1211.829,1154.649,1176.071,1213.507,1117.046,1116.137,1077.62,1178.711,1108.189,1110.599,1045.045,924.057,1015.769,1060.344,919.108,882.128,808.968,831.874,722.527,766.905,700.192,660.397,598.253,546.376,599.196,470.585,489.575,427.78,341.266,296.11,419.285,318.058,478.487,553.358,611.64,362.465,195.827,279.225,62.015,64.356,64.228,0,217.88,236.949,276.027,443.935,476.964,605.577,615.527,552.083,652.288,584.086,731.537,840.149,657.946,786.818,796.674,854.574,928.575,929.868,893.286
Finnsnes,1560.182,1568.338,1566.748,1571.458,1594.94,1621.87,1653.813,1652.795,1611.374,1549.758,1526.306,1557.782,1533.706,1514.964,1562.904,1638.683,1711.196,1717.826,1637.038,1676.974,1761.312,1787.316,1812.478,1829.691,1875.614,1873.332,1925.397,1957.787,1990.885,1988.428,1982.554,1881.483,1843.612,1798.184,1819.824,1998.023,2007.645,1981.968,1951.774,1855.511,1927.674,1925.27,1921.28,1896.558,1807.613,1829.907,1850.747,1856.61,1885.374,1817.821,1803.714,1772.414,1731.019,1777.085,1759.066,1746.054,1758.032,1774.385,1749.687,1716.499,1690.23,1691.568,1644.986,1741.431,1756.566,1747.416,1737.706,1773.805,1579.811,1520.821,1583.998,1480.694,1535.186,1524.901,1475.076,1454.504,1467.288,1424.936,1415.192,1344.34,1346.404,1425.153,1355.022,1476.716,1271.253,1264.193,1271.261,1421.918,1463.603,1422.578,1442.666,1416.653,1392.893,1370.537,1312.744,1251.109,1242.631,1278.287,1171.606,1116.273,1190.765,1233.149,1222.472,1249.98,1192.545,1157.125,1157.931,1124.487,1095.831,1085.616,1078.238,1077.913,1074.215,1225.779,1180.95,1084.319,1054.788,1046.758,1093.4,1036.22,1057.642,1095.078,998.617,997.708,959.191,1060.282,989.76,992.17,926.616,805.628,897.34,941.915,800.679,763.699,690.539,713.445,604.098,648.476,581.763,541.968,479.824,427.947,480.767,352.156,371.146,305.414,309.11,145.649,202.167,100.94,305.326,380.197,438.479,213.981,45.366,62.107,157.893,162.032,180.18,217.938,0,189.832,257.78,396.818,429.847,558.112,568.41,504.966,605.171,536.969,684.42,793.032,610.829,739.353,749.557,807.109,881.11,882.403,845.821
Olderdalen,1680.826,1688.982,1687.392,1692.102,1715.584,1742.514,1774.457,1773.439,1732.018,1670.402,1646.95,1678.426,1656.903,1638.161,1686.101,1759.327,1831.84,1838.47,1757.682,1797.618,1881.956,1907.96,1933.122,1950.335,1996.258,1993.976,2046.041,2078.431,2111.529,2109.072,2103.198,2002.127,1964.256,1921.381,1940.468,2121.22,2130.842,2105.165,2074.971,1978.708,2050.871,2048.467,2044.477,2019.755,1930.81,1953.104,1973.944,1979.807,2008.571,1941.018,1926.911,1895.611,1854.216,1900.282,1882.263,1869.251,1881.229,1897.582,1872.884,1839.696,1813.427,1814.765,1768.183,1864.628,1879.763,1870.613,1860.903,1897.002,1703.008,1641.265,1704.642,1601.338,1655.83,1645.545,1595.72,1575.148,1587.932,1545.58,1513.155,1464.984,1467.048,1548.35,1475.666,1597.36,1391.697,1384.837,1391.905,1542.562,1586.8,1543.222,1563.31,1537.486,1513.726,1491.37,1433.388,1371.753,1363.464,1398.731,1292.439,1236.917,1311.598,1353.982,1342.916,1370.424,1313.189,1277.769,1278.575,1245.131,1216.475,1206.26,1198.882,1198.557,1194.859,1346.223,1301.594,1204.763,1175.232,1167.202,1213.844,1156.664,1178.086,1215.522,1119.061,1118.152,1079.635,1180.726,1110.204,1112.614,1047.06,926.072,1017.784,1062.359,921.123,884.143,810.983,833.889,724.542,768.92,702.207,662.412,600.268,548.391,601.211,472.6,491.59,425.858,429.554,266.093,391.245,290.018,448.47,523.341,581.623,334.425,165.81,251.185,176.938,181.077,199.225,236.983,189.84,0,68.056,207.094,332.218,399.361,378.686,315.242,415.447,347.245,494.696,603.308,421.105,580.602,559.833,648.358,722.359,723.652,687.07
Skjervoy,1713.242,1721.398,1719.808,1724.518,1748,1774.93,1806.873,1805.855,1764.434,1702.818,1679.366,1710.842,1724.851,1706.109,1754.049,1791.743,1864.256,1870.886,1790.098,1830.034,1914.372,1940.376,1965.538,1982.751,2028.674,2026.392,2078.457,2110.847,2143.945,2141.488,2135.614,2034.543,1996.672,1985.754,1972.884,2160.397,2170.019,2144.342,2114.148,2017.885,2090.048,2087.644,2083.654,2058.932,1969.987,1992.281,2013.121,2018.984,2047.748,1980.195,1966.088,1934.788,1893.393,1939.459,1921.44,1908.428,1920.406,1930.497,1910.524,1878.873,1852.604,1853.942,1807.36,1897.543,1912.997,1903.847,1894.137,1930.236,1742.185,1673.681,1737.058,1633.754,1688.246,1677.961,1628.136,1607.564,1620.348,1577.996,1568.052,1497.4,1499.464,1616.298,1508.082,1629.776,1424.113,1417.253,1424.321,1574.978,1654.748,1575.638,1595.726,1569.902,1546.142,1523.786,1465.804,1404.169,1395.88,1431.147,1324.855,1269.333,1344.014,1386.398,1375.332,1402.84,1345.605,1310.185,1310.991,1277.547,1248.891,1238.676,1231.298,1230.973,1227.275,1378.639,1334.01,1237.179,1207.648,1199.618,1246.26,1189.08,1210.502,1247.938,1151.477,1150.568,1112.051,1213.142,1142.62,1145.03,1079.476,958.488,1050.2,1094.775,953.539,916.559,843.399,866.305,756.958,801.336,734.623,694.828,632.684,580.807,633.627,505.016,524.006,462.211,375.697,334.041,459.193,357.966,516.418,591.289,649.571,402.373,233.758,319.133,244.886,249.025,267.173,304.931,257.788,68.056,0,207.808,332.932,400.075,379.4,315.956,416.161,347.959,495.41,604.022,421.819,581.316,560.547,649.072,723.073,724.366,687.784
Alta,1765.265,1775.746,1771.831,1776.541,1802.348,1829.278,1861.221,1860.203,1817.073,1754.841,1731.389,1777.352,1843.258,1824.516,1872.456,1856.975,1918.604,1936.118,1844.446,1884.382,1979.604,1994.724,2019.886,2037.099,2083.022,2080.74,2132.805,2165.195,2198.293,2195.836,2189.962,2088.891,2061.904,2050.986,2027.232,2244.927,2225.844,2259.979,2253.152,2156.889,2229.052,2226.648,2222.658,2197.936,2108.991,2131.285,2152.125,2157.988,2186.752,2119.199,2105.092,2073.792,2032.397,2078.463,2060.444,2047.432,2059.41,2069.501,2049.528,2017.877,1991.608,1992.946,1946.364,2036.547,2052.001,2042.851,2033.141,2069.24,1881.189,1812.685,1876.062,1772.758,1827.25,1726.35,1674.08,1657.534,1704.381,1695.269,1571.8,1607.4,1638.468,1755.302,1647.086,1740.682,1500.326,1533.158,1563.325,1692.251,1773.121,1714.642,1734.73,1708.906,1685.146,1662.79,1604.808,1543.173,1534.884,1570.151,1463.859,1408.337,1483.018,1525.402,1514.336,1541.844,1484.609,1449.189,1449.995,1416.551,1387.895,1377.68,1370.302,1369.977,1366.279,1454.852,1473.014,1376.183,1346.652,1338.622,1342.949,1328.084,1349.506,1386.942,1290.481,1289.572,1251.055,1352.146,1281.624,1284.034,1218.48,1097.492,1189.204,1233.779,1092.543,1055.563,982.403,1005.309,895.962,940.34,873.627,833.832,771.688,719.811,772.631,644.02,663.01,601.215,514.701,473.045,598.197,496.97,655.422,730.293,788.575,541.377,372.762,458.137,383.89,388.029,406.285,444.043,396.792,207.06,207.774,0,130.949,198.092,173.427,109.983,210.188,141.065,289.437,398.049,215.846,379.333,354.574,447.089,521.09,522.383,485.801
Kautokeino,1634.664,1645.145,1641.23,1645.94,1671.747,1698.677,1730.62,1729.602,1686.472,1624.24,1600.788,1646.751,1712.657,1693.915,1741.855,1726.374,1788.003,1805.517,1713.845,1753.781,1849.003,1864.123,1889.285,1906.498,1952.421,1950.139,2002.204,2034.594,2067.692,2065.235,2059.361,1958.29,1932.452,1920.385,1896.631,2114.326,2095.243,2129.378,2153.368,2037.649,2136.912,2131.886,2133.45,2078.696,1994.121,2045.19,2072.851,2085.36,2109.659,2069.213,2025.818,1947.96,1979.951,2026.017,2010.458,1997.446,2009.424,2013.656,2001.079,1967.891,1939.162,1940.5,1896.378,1981.993,1980.675,1971.525,1961.815,1997.914,1831.203,1785.14,1800.142,1696.838,1751.33,1595.749,1543.479,1526.933,1573.78,1564.668,1441.199,1476.799,1545.485,1676.545,1571.166,1613.305,1369.725,1402.557,1487.405,1561.65,1642.52,1638.722,1658.81,1632.797,1609.037,1586.681,1528.888,1467.253,1458.775,1494.709,1387.75,1332.417,1406.909,1449.293,1438.227,1465.735,1408.689,1373.269,1374.075,1340.631,1311.975,1301.76,1294.382,1294.057,1290.359,1324.251,1371.026,1300.331,1270.8,1259.418,1212.348,1285.12,1321.961,1382.307,1245.286,1273.469,1269.04,1366.126,1305.924,1308.334,1242.78,1121.792,1213.504,1258.079,1116.843,1079.863,1006.703,1029.609,920.262,964.64,897.927,858.132,795.988,744.111,796.931,668.32,687.31,625.515,539.001,497.345,631.303,530.076,691.281,757.692,815.974,577.236,405.868,491.243,416.996,421.135,439.283,479.034,429.898,332.236,332.95,130.967,0,128.613,201.974,239.115,339.32,271.118,317.326,425.938,243.735,309.854,340.284,377.61,451.611,452.904,416.322
