,OsloO,OsloS,OsloN,OsloV,Aas,Moss,Fredrikstad,Sarpsborg,Drammen,Lillestrom,Jessheim,Honefoss,Nesbyen,Gol,Geilo,Kongsberg,Porsgrunn,Seljord,Horten,Sandefjord,Rauland,Risor,Arendal,Grimstad,KristiansandS,KristiansandN,Mandal,Lyngdal,Vestbygd,Flekkefjord,Tonstad,Evje,Rysstad,Hovden,Aamli,Egersund,Heskestad,Byrkjedal,Bryne,Erfjord,StavangerS,StavangerO,StavangerV,Aardal,Sauda,Vikedal,Aksdal,Haugesund,Ferkingstad,Bomlo,Skaanevik,Roldal,Odda,Rosendal,Mundheim,Osoyro,Fusa,Austevoll,Eikelandsosen,Norheimsund,Kinsarvik,Eidfjord,Vossevangen,BergenS,Loddefjord,BergenN,Nyborg,Aagotnes,Flaam,Sogndal,Forde,Nordfjordeid,Maaloy,Kongsvinger,Flisa,Hamar,Gjovik,Lillehammer,Trysil,Koppang,Vinstra,Beitostolen,Lom,Dokka,Hodalen,Alvdal,Dombaas,Vestre Gausdal,Fagernes,Geiranger,Volda,Ulsteinvik,Aalesund,Aandalsnes,Molde,Tingvoll,Sunndalsora,Kristiansund,Rindal,Orkanger,Hestvika,Kvenvaer,Sistranda,Titran,Oppdal,Berkaak,Rennebu,Storen,Melhus,TrondheimV,TrondheimS,TrondheimN,TrondheimO,Roros,Haltdalen,Selbu,Hommelvik,Stjordal,Meraaker,Frosta,Vanvikan,Brekstad,Levanger,Mosvik,Steinkjer,Aafjord,Steinsdalen,Flatanger,Namsos,Namsskogan,Foldereid,Rorvik,Bronnoysund,Hattfjelldal,Mosjoen,Sandnessjoen,Mo i Rana,Jektvik,Glomfjord,Krokstranda,Storjord,Fauske,Bodo,Morsvikbotn,Leinesfjorden,Hamsund,Ballangen,Narvik,Sortland,Andenes,Nordland,Leknes,Sorvaagen,Harstad,Bardufoss,Gryllefjord,Elverhoy,Tromso,Skulsfjord,Hansnes,Finnsnes,Olderdalen,Skjervoy,Alta,Kautokeino,Karasjok,Lakselv,Olderfjord,Honningsvaag,Hammerfest,Veidnes,Mehamn,Borselv,Tana bru,Tana,Vadso,Kirkenes,Vardo,Baatsfjord
Krokstranda,15.55333333,15.63583333,15.64833333,15.67611111,16.03861111,16.28555556,16.82388889,16.65861111,16.38027778,15.42111111,15.13083333,15.91888889,16.735,16.43888889,17.18888889,17.00083333,17.69861111,18.41305556,17.00305556,17.30638889,19.27916667,18.98472222,19.21194444,19.44722222,20.03111111,19.96833333,21.25888889,21.68277778,22.30666667,22.18694444,22.28472222,20.51138889,20.56194444,20.22055555,19.52916667,23.25805555,22.81333333,23.48222222,23.87944444,22.23138889,24.07277778,24.13,24.07638889,23.94611111,21.87138889,22.45194444,22.79388889,23.07666667,23.48777778,23.36805555,21.95638889,20.66222222,21.35361111,22.27888889,21.68361111,21.49166666,21.63083333,23.11222222,21.3875,21.1225,20.54833333,20.51777778,19.795,21.19861111,21.15277778,21.02416667,20.81861111,21.46194444,18.52972222,17.1925,17.09361111,15.65555556,16.56444444,15.41416667,14.63083333,14.30166667,14.4325,13.85722222,13.66611111,12.5875,12.71027778,16.29888889,12.91166667,14.59333333,11.55777778,11.40972222,11.53888889,13.90833333,15.59638889,14.82944444,15.87527778,16.40194444,14.90166667,13.20166667,12.99166667,12.16388889,11.43138889,12.83027778,10.04555556,9.081666666,10.38222222,10.93833333,10.82555556,11.59944444,10.35111111,9.703611111,9.716944444,9.215555556,8.734444444,8.826944444,8.470555556,8.518888889,8.423333333,10.8175,10.17194445,8.616388889,8.086111111,7.956388889,8.721944444,7.824166667,8.217777778,8.887222222,7.169722222,7.215277778,6.541111111,8.305555556,7.143055556,7.799722222,6.158333333,4.164722222,6.166944444,7.166388888,4.901666667,3.527222222,2.416111111,2.764166667,1.026944444,6.157777778,4.066666667,0,1.488333333,1.723055556,2.649444444,2.815833333,4.243333333,4.245555556,6.012777777,6.8225,6.832222222,8.367777778,6.905277777,7.2975,6.281666667,7.152777778,8.449444444,10.41777778,10.58083333,10.57194444,11.22222222,12.47222222,9.204722222,11.00277778,12.6525,13.67944444,11.77083333,13.61944444,14.66638889,15.32333333,16.98305556,15.96916667,17.61722222,19.60527778,15.275,15.64444444,16.14305556,16.54861111,17.58972222,17.73416667,19.16388889
Storjord,17.01111111,17.09361111,17.10611111,17.13388889,17.49638889,17.74333333,18.28166667,18.11638889,17.83805556,16.87888889,16.58861111,17.37666667,18.19277778,17.89666667,18.64666667,18.45861111,19.15638889,19.87083333,18.46083333,18.76416667,20.73694444,20.4425,20.66972222,20.905,21.48888889,21.42611111,22.71666667,23.14055556,23.76444444,23.64472222,23.7425,21.96916667,22.01972222,21.67833333,20.98694444,24.71583333,24.27111111,24.94,25.33722222,23.68916667,25.53055556,25.58777778,25.53416667,25.40388889,23.32916667,23.90972222,24.25166667,24.53444444,24.94555556,24.82583333,23.41416667,22.12,22.81138889,23.73666667,23.14138889,22.94944444,23.08861111,24.57,22.84527778,22.58027778,22.00611111,21.97555556,21.25277778,22.65638888,22.61055555,22.48194444,22.27638888,22.91972222,19.9875,18.65027778,18.55138888,17.11333333,18.02222222,16.87194444,16.08861111,15.75944444,15.89027778,15.315,15.12416667,14.04527778,14.16805556,17.75666667,14.36944444,16.05111111,13.01583333,12.8675,12.99666667,15.36611111,17.05416667,16.28722222,17.33305555,17.85972222,16.35944444,14.65944444,14.44944444,13.62194444,12.88916667,14.28638889,11.50333333,10.53944444,11.84,12.39611111,12.28333333,13.05722222,11.80888889,11.16138889,11.17472222,10.69,10.20861111,10.28472222,9.944722222,9.993055556,9.8975,12.27527778,11.63333333,10.07416667,9.543888889,9.414166667,10.17972222,9.281944444,9.673055556,10.345,8.6275,8.673055556,7.998888889,9.762777778,8.600555556,9.2575,7.616111111,5.6225,7.624722222,8.624166666,6.359722222,4.985555556,3.874444444,4.222777778,2.486388889,5.586388889,3.495277778,1.491111111,0,1.136388889,2.062777778,2.229166667,3.656666667,3.658888889,5.426111111,6.235833333,6.245555556,7.781111111,6.316666667,6.711111111,5.695,6.566388889,7.862777778,9.831111111,9.994166667,9.985277778,10.63555556,11.88555556,8.618055556,10.41638889,12.06611111,13.68694444,11.78944444,13.63805556,14.685,15.295,16.97083333,15.97666667,17.63583333,19.62388889,15.29361111,15.66305556,16.16166667,16.56722222,17.60833333,17.75277778,19.1825
Fauske,17.26527778,17.34777778,17.36027778,17.38805556,17.75055556,17.9975,18.53583333,18.37055556,18.09222222,17.13305556,16.84277778,17.63083333,18.44694444,18.15083333,18.90083333,18.71277778,19.41055556,20.125,18.715,19.01833333,20.99111111,20.69666667,20.92388889,21.15916667,21.74305556,21.68027778,22.97083333,23.39472222,24.01861111,23.89888889,23.99583334,22.22305556,22.27388889,21.9325,21.24111111,24.96916667,24.52527778,25.19333334,25.59055556,23.94333333,25.78388889,25.84111111,25.7875,25.65805556,23.58333333,24.16388889,24.50583333,24.78861111,25.19972222,25.08,23.66833333,22.37416667,23.06555555,23.99083333,23.39555555,23.20361111,23.34277777,24.82416666,23.09944444,22.83444444,22.26027777,22.22972222,21.50694444,22.91055555,22.86472222,22.73611111,22.53055555,23.17388889,20.24166666,18.88805556,18.80555555,17.3675,18.27638889,17.12611111,16.34277778,16.01361111,16.14444444,15.56916667,15.36222222,14.29944444,14.42222222,18.01083333,14.62361111,16.30527778,13.25388889,13.12166667,13.25083333,15.62027778,17.30833333,16.54138889,17.58722222,18.11388889,16.61361111,14.91361111,14.70361111,13.86027778,13.14333333,14.54277778,11.74111111,10.77722222,12.07777778,12.63388889,12.52111111,13.295,12.06111111,11.41555556,11.42888889,10.92777778,10.44638889,10.5225,10.1825,10.23083333,10.13527778,12.51277778,11.87111111,10.31194444,9.781666667,9.651944444,10.4175,9.519722222,9.910833333,10.58277778,8.865277778,8.910833333,8.236666667,10.00027778,8.838055556,9.495277778,7.853888889,5.860277778,7.8625,8.861944444,6.5975,5.224166667,4.113055556,4.461388889,2.725,4.640833333,2.55,1.73,1.126666667,0,0.980833333,1.165,2.5925,2.594722222,4.350555556,6.260833333,5.181388889,6.716944444,5.2525,5.629722222,4.613055556,5.5025,7.308611111,8.766944444,9.44,9.431111111,10.08138889,11.33138889,8.063888889,9.8625,11.51222222,13.13388889,12.02777778,13.87638889,14.92333333,14.77777778,16.4375,15.42361111,17.87416666,19.86222222,15.53194444,15.90138889,16.4,16.80555556,17.84666667,17.99111111,19.42083333
Bodo,18.23805555,18.32055555,18.33305555,18.36083333,18.72333333,18.97027777,19.50861111,19.34333333,19.065,18.10583333,17.81555555,18.60361111,19.41972222,19.12361111,19.87361111,19.68555555,20.38333333,21.09777777,19.68777777,19.99111111,21.96388889,21.66944444,21.89666666,22.13194444,22.71583333,22.65305555,23.94361111,24.3675,24.99138889,24.87166666,24.96833334,23.19555556,23.24666666,22.90527777,22.21388889,25.94166667,25.49805555,26.16583334,26.56305556,24.91611111,26.75638889,26.81361111,26.76,26.63083333,24.55611111,25.13666666,25.47861111,25.76138889,26.1725,26.05277777,24.64111111,23.34694444,24.03833333,24.96361111,24.36833333,24.17638888,24.31555555,25.79694444,24.07222222,23.80722222,23.23305555,23.2025,22.47972222,23.88333333,23.8375,23.70888889,23.50333333,24.14666666,21.21444444,19.86083333,19.77833333,18.34027777,19.24916666,18.09888889,17.31555555,16.98638889,17.11722222,16.54194444,16.33388889,15.27222222,15.395,18.98361111,15.59638889,17.27805555,14.22555556,14.09444444,14.22361111,16.59305555,18.28111111,17.51416666,18.56,19.08666666,17.58638889,15.88638889,15.67638889,14.83166667,14.11611111,15.51555556,12.71361111,11.75,13.05027778,13.60638889,13.49361111,14.2675,13.03361111,12.38833333,12.40166667,11.90055556,11.41916667,11.49527778,11.15527778,11.20361111,11.10805556,13.48555556,12.84361111,11.28472222,10.75416667,10.62472222,11.39027778,10.4925,10.88361111,11.55555556,9.838055556,9.883611111,9.209444444,10.97305556,9.810833333,10.46805556,8.826666667,6.833055556,8.835277778,9.834722222,7.570277778,6.196944444,5.085833333,5.434166667,3.697777778,4.461388889,2.370555556,2.702777778,2.099722222,1.010833333,0,2.137222222,3.564722222,3.566944444,5.334166666,6.143888889,6.153611111,7.689166667,6.079444444,4.81,3.791666667,6.474444444,7.770833333,9.739166667,9.902222222,9.893333333,10.54361111,11.79361111,8.526111111,10.32444444,11.97416667,13.595,12.98944444,14.83666667,15.88361111,15.23888889,16.89861111,15.88472222,18.83444444,20.8225,16.49222222,16.87444444,17.37305556,17.77861111,18.81972222,18.96416667,20.39388889
Morsvikbotn,18.3475,18.43,18.4425,18.47027778,18.83277778,19.07972222,19.61805556,19.45277778,19.17444444,18.21527778,17.925,18.71305556,19.52916667,19.23305556,19.98305556,19.795,20.49277778,21.20722222,19.79722222,20.10055556,22.07333333,21.77888889,22.00611111,22.24138889,22.82527778,22.7625,24.05305555,24.47694444,25.10083333,24.98111111,25.07777778,23.305,23.35611111,23.01472222,22.32333333,26.05111111,25.6075,26.27527778,26.6725,25.02555556,26.86583333,26.92305555,26.86944444,26.74027778,24.66555556,25.24611111,25.58805556,25.87083333,26.28194444,26.16222222,24.75055556,23.45638889,24.14777778,25.07305556,24.47777778,24.28583333,24.425,25.90638889,24.18166667,23.91666667,23.3425,23.31194444,22.58916667,23.99277777,23.94694444,23.81833333,23.61277777,24.25611111,21.32388889,19.97027778,19.88777777,18.44972222,19.35861111,18.20833333,17.425,17.09583333,17.22666667,16.65138889,16.44444444,15.38166667,15.50444444,19.09305556,15.70583333,17.3875,14.33611111,14.20388889,14.33305556,16.7025,18.39055556,17.62361111,18.66944444,19.19611111,17.69583333,15.99583333,15.78583333,14.94222222,14.22555556,15.625,12.82305555,11.85944444,13.15972222,13.71583333,13.60305555,14.37694444,13.14305555,12.49777778,12.51111111,12.01,11.52861111,11.60472222,11.26472222,11.31305556,11.2175,13.595,12.95305555,11.39416667,10.86361111,10.73416667,11.49972222,10.60194444,10.99305556,11.665,9.9475,9.993055556,9.318888889,11.0825,9.920277778,10.5775,8.936111111,6.9425,8.944722222,9.944166666,7.679722222,6.306388889,5.195277778,5.543611111,3.807222222,5.743333333,3.6525,2.812222222,2.209166667,1.149722222,2.076111111,0,1.4275,1.431388889,3.196944444,5.0975,4.017777778,5.553333333,4.089444444,5.194444444,5.708333333,4.339166667,6.145,7.603333333,8.276666667,8.267777778,8.917777778,10.16805556,6.900555556,8.699444444,10.34916667,11.97138889,11.65972222,13.50694444,14.55388889,13.61527778,15.275,14.26111111,17.50472222,19.49277778,15.1625,16.04222222,16.54083333,17.1425,18.18361111,18.32805556,19.5975
Leinesfjorden,19.7425,19.825,19.8375,19.86527778,20.22777778,20.47472222,21.01305556,20.84777778,20.56944444,19.61027778,19.32,20.10805556,20.92416667,20.62805556,21.37805556,21.19,21.88777778,22.60222222,21.19222222,21.49555556,23.46833333,23.17361111,23.40083333,23.63611111,24.22,24.15722222,25.44777777,25.87166666,26.49555555,26.37583333,26.4725,24.69972222,24.75111111,24.40972222,23.71805555,27.44583333,27.00222222,27.67,28.06722222,26.42055556,28.26055555,28.31777777,28.26416666,28.13527778,26.06055556,26.64111111,26.98305556,27.26583333,27.67694444,27.55722222,26.14555556,24.85138889,25.54277778,26.46805556,25.87277778,25.68083333,25.82,27.30138889,25.57666667,25.31166667,24.7375,24.70694444,23.98416667,25.38777778,25.34194444,25.21333333,25.00777778,25.65111111,22.71888889,21.34777778,21.28277778,19.84472222,20.75361111,19.60333333,18.82,18.49083333,18.62166667,18.04638889,17.83944444,16.77666667,16.89944444,20.48805556,17.10083333,18.7825,15.73111111,15.59888889,15.72805556,18.0975,19.78555556,19.01861111,20.06444444,20.59111111,19.09083333,17.39083333,17.18083333,16.34166666,15.62055556,17.02,14.21777777,13.25444444,14.55444444,15.11055555,14.99777777,15.77166666,14.53777777,13.89277778,13.90611111,13.405,12.92361111,12.99972222,12.65972222,12.70805556,12.6125,14.99,14.34777777,12.78916667,12.25833333,12.12916667,12.89472222,11.99694444,12.38805556,13.05972222,11.3425,11.38805556,10.71388889,12.47583333,11.315,11.97222222,10.33083333,8.3375,10.33972222,11.33916666,9.074722222,7.701388889,6.590277778,6.938611111,5.202222222,7.138888889,5.048055556,4.207222222,3.605277778,2.545833333,3.472222222,1.399444444,0,1.881944444,3.6375,5.547777778,4.468333333,6.003888889,4.539722222,5.644722222,6.776666667,4.789722222,6.595555556,8.053888889,8.726944444,8.718055556,9.368333333,10.61833333,7.350833333,9.149444444,10.79916667,12.42111111,12.10861111,13.95722222,15.00416667,14.065,15.72472222,14.71083333,17.955,19.94305556,15.61277778,16.4925,16.99111111,17.59277778,18.63388889,18.77833333,20.04777778
Hamsund,19.77111111,19.85361111,19.86611111,19.89388889,20.25638889,20.50333333,21.04166667,20.87638889,20.59805555,19.63888889,19.34861111,20.13666667,20.95277778,20.65666667,21.40666667,21.21861111,21.91638889,22.63083333,21.22083333,21.52416667,23.49694444,23.20222222,23.42944444,23.66472222,24.24861111,24.18583333,25.47638888,25.90027777,26.52416666,26.40444444,26.50111111,24.72833333,24.77972222,24.43833333,23.74666666,27.47444444,27.03083333,27.69861111,28.09583333,26.44916667,28.28916666,28.34638888,28.29277777,28.16388889,26.08916667,26.66972222,27.01166667,27.29444444,27.70555555,27.58583333,26.17416667,24.88,25.57138889,26.49666667,25.90138889,25.70944444,25.84861111,27.33,25.60527778,25.34027778,24.76611111,24.73555556,24.01277778,25.41638889,25.37055555,25.24194444,25.03638889,25.67972222,22.7475,21.37638889,21.31138889,19.87333333,20.78222222,19.63194444,18.84861111,18.51944444,18.65027778,18.075,17.86805556,16.80527778,16.92805556,20.51666667,17.12944444,18.81111111,15.75972222,15.6275,15.75666667,18.12611111,19.81416667,19.04722222,20.09305555,20.61972222,19.11944444,17.41944444,17.20944444,16.37027778,15.64916667,17.04861111,14.24638888,13.28305556,14.58305555,15.13916666,15.02638888,15.80027777,14.56638888,13.92138889,13.93472222,13.43361111,12.95222222,13.02833333,12.68833333,12.73666667,12.64111111,15.01861111,14.37638888,12.81777778,12.28694444,12.15777778,12.92333333,12.02555556,12.41666667,13.08833333,11.37111111,11.41666667,10.7425,12.50444444,11.34361111,12.00083333,10.35944444,8.366111111,10.36833333,11.36777777,9.103333333,7.73,6.618888889,6.967222222,5.230833333,7.1675,5.076666667,4.235833333,3.633888889,2.574444444,3.500833333,1.428055556,1.896944444,0,2.623888889,4.483055556,3.403333333,4.938888889,2.666111111,3.771388889,4.903611111,3.724722222,5.530555556,6.988888889,7.662222222,7.653333333,8.303333333,9.553611111,6.286111111,8.085,9.734722222,11.35694444,11.04388889,12.8925,13.93944444,13.00083333,14.66055556,13.64666667,16.89027778,18.87833333,14.54805556,15.42777778,15.92638889,16.52805556,17.56916667,17.71361111,18.98305556
Ballangen,21.42555556,21.50805556,21.51833333,21.54833333,21.91083333,22.15777778,22.69611111,22.53055556,22.25222222,21.29333333,21.00305556,21.78972222,22.60583333,22.30972222,23.05972222,22.87305556,23.57083333,24.28527778,22.87527778,23.17861111,25.15166667,24.85416667,25.08166667,25.31666667,25.90055556,25.83777778,27.12833333,27.58916667,28.21305556,28.05666667,28.18527778,26.38111111,26.435,26.09305556,25.40027778,29.15861111,28.68305556,29.38305556,29.78,28.10305556,29.97472222,30.03194444,29.97833333,29.81777778,27.74527778,28.24083333,28.58277778,28.86555556,29.27666667,29.0775,27.74527778,26.53416667,26.49888889,27.42416667,26.82972222,26.71722222,26.77694444,28.47138889,26.53361111,26.26833333,25.69472222,25.66388889,24.94111111,26.47944444,26.65027778,26.52166667,26.31611111,26.95944444,23.87027778,23.15944444,22.96444444,21.52638889,22.43527778,21.28555556,20.50277778,20.17388889,20.30333333,19.72805556,19.64861111,18.45944444,18.58111111,22.16944444,18.7825,20.46416667,17.48305556,17.28194444,17.40972222,19.77888889,21.46722222,20.70027778,21.74611111,22.27222222,20.77166667,19.0725,18.86305556,18.07111111,17.30333333,18.82916667,15.91444444,14.9725,16.24666667,16.80138889,16.68972222,17.46138889,16.22333333,15.61,15.62333333,15.12166667,14.64083333,14.71694444,14.37694444,14.42527778,14.32972222,16.79916667,16.03333333,14.59833333,14.06777778,13.93833333,14.70388889,13.80611111,14.19722222,14.86916667,13.15166667,13.19722222,12.52305556,14.28666667,13.12444444,13.78166667,12.14027778,10.14666667,12.14888889,13.14833333,10.88388889,9.510555556,8.399444444,8.747777778,7.011388889,8.9475,6.856666667,6.016388889,5.413333333,4.353888889,5.280277778,3.204166667,3.673611111,2.596944444,0,5.55,4.470555556,6.006111111,4.908333333,6.286111111,7.415833333,4.791944444,6.597777778,8.056111111,8.729166667,8.720277778,9.370555556,10.62055556,7.353055556,9.151666667,10.80138889,12.42333333,12.11083333,13.95944444,15.00638889,14.06722222,15.72694444,14.71305556,17.95722222,19.94527778,15.615,16.49472222,16.99333333,17.595,18.63611111,18.78055556,20.05
Narvik,21.92666667,22.00916667,22.01944444,22.04944444,22.41194444,22.65888889,23.19722222,22.84194444,22.75333333,21.79444444,21.50416667,22.39833333,23.77166667,23.47555556,24.22583333,23.37416667,24.07194444,24.78638889,23.37638889,23.67972222,25.65277778,25.35527778,25.58277778,25.81777778,26.40166667,26.33888889,27.62944444,28.11,28.73388889,28.55777778,28.68638889,26.88222222,26.93583333,26.59388889,25.90138889,29.65972222,29.18416667,29.88416667,30.28111111,28.60416667,30.47611111,30.53333333,30.47972222,30.31888889,28.24638889,28.82527778,29.16722222,29.45,29.86111111,29.70777778,28.32972222,27.03527778,27.12944444,28.08,27.53944444,27.3475,27.48666667,29.37222222,27.24333333,26.89833333,26.32361111,26.29416667,25.57138889,27.37916667,27.52055556,27.39166667,27.18638889,27.82944444,24.50027778,23.53666667,24.81694444,23.37888889,24.28777778,21.56833333,20.83972222,20.675,21.48972222,21.33111111,19.27416667,19.84138889,20.43361111,21.71666667,20.635,22.17666667,18.15111111,18.67444444,19.26222222,21.38222222,22.45916667,22.55277778,23.59861111,24.12472222,22.62416667,20.925,20.71555556,19.92361111,19.15583333,20.70638889,17.76694444,16.825,18.17777777,18.73388888,18.62111111,19.395,18.07583333,17.4625,17.47583333,16.97416667,16.49333333,16.56944444,16.22944444,16.27777778,16.18222222,17.41,17.93055556,16.47555556,15.94472222,15.81555556,15.60138889,15.68333333,16.07416667,16.74583333,15.02888889,15.07444444,14.40027778,16.16,15.00138889,15.65861111,14.01722222,12.02388889,14.02611111,15.02555555,12.76027778,11.38861111,10.2775,10.62555556,8.889444444,10.83277778,8.7375,7.895555556,7.295277778,6.235833333,7.161944444,5.089444444,5.558888889,4.451944444,5.5575,0,2.980833333,4.516388889,3.418611111,4.796388889,5.938888889,1.6875,1.704722222,4.193055556,3.835555556,3.826666667,4.4775,5.7275,2.459444444,4.259722222,5.909444444,7.531944444,6.9225,8.771111111,9.818055556,9.177777778,10.83805556,9.822222222,12.76888889,14.7575,10.42666667,11.30638889,11.805,12.4075,13.44944444,13.59305556,14.86166667
Sortland,22.19666667,22.27916667,22.28944444,22.31944444,22.68194444,22.92888889,23.46722222,23.30166667,23.02333333,22.06444444,21.77416667,22.56083333,23.37694444,23.08083333,23.83083333,23.64416667,24.34194444,25.05638889,23.64638889,23.94972222,25.92305556,25.62527778,25.85277778,26.08777778,26.67166667,26.60888889,27.89944444,28.36611111,28.99,28.82777778,28.95638889,27.15222222,27.20611111,26.86388889,26.17138889,29.92972222,29.45416667,30.15416667,30.55111111,28.87444444,30.74638889,30.80361111,30.75,30.58916667,28.51666667,29.01305556,29.355,29.63777778,30.04888889,29.85027778,28.5175,27.30555556,27.27111111,28.19638889,27.60277778,27.49,27.55,29.24472222,27.30666667,27.04111111,26.46694444,26.43666667,25.71388889,27.2525,27.42333333,27.29472222,27.08916667,27.7325,24.64277778,23.93055555,23.73555555,22.2975,23.20638889,22.05722222,21.27388889,20.945,21.07444444,20.49916667,20.44444444,19.23055556,19.35222222,22.94055556,19.55361111,21.23527778,18.25416667,18.05305556,18.18083333,20.55,22.23833333,21.47138889,22.51722222,23.04333333,21.54277778,19.84361111,19.63416667,18.84222222,18.07444444,19.63083333,16.68555556,15.74361111,17.02361111,17.57833333,17.46666667,18.23833333,17.00027778,16.38694444,16.40027778,15.89861111,15.41777778,15.49388889,15.15388889,15.20222222,15.10666667,17.59194444,16.81027778,15.4,14.86916667,14.74,15.50555556,14.60777778,14.99861111,15.67027778,13.95333333,13.99888889,13.32472222,15.08444444,13.92583333,14.58305556,12.94166667,10.94833333,12.95055556,13.95,11.68527778,10.31222222,9.201111111,9.549722222,7.813055556,9.748333333,7.66,6.818333333,6.2175,5.158055556,6.084444444,4.011666667,4.481111111,3.374444444,4.48,2.991111111,0,1.806666667,1.764722222,3.142777778,4.275277778,2.2325,4.038888889,3.839444444,6.169722222,6.160833333,6.811666667,8.061666667,4.793611111,6.593055556,8.242777778,9.865277778,9.551111111,11.39972222,12.44666667,11.51055556,13.17027778,12.15527778,15.3975,17.38555556,13.05527778,13.935,14.43361111,15.03527778,16.07638889,16.22083333,17.49027778
Andenes,23.7325,23.815,23.82527778,23.85527778,24.21777778,24.46472222,25.00305556,24.8375,24.55916667,23.60027778,23.31,24.09666667,24.18444444,23.93138889,24.63833333,25.18,25.87777778,26.59222222,25.18222222,25.48555556,27.45888889,27.16111111,27.38861111,27.62361111,28.2075,28.14472222,29.43527778,29.8975,30.52138889,30.36361111,30.49194444,28.68805556,28.74138889,28.39944444,27.70722222,31.46527778,30.99,31.68944444,32.08666667,29.84722222,32.16666667,32.09861111,31.98805556,31.56222222,29.39388888,29.35777778,29.69972222,29.98305556,30.39416667,30.16361111,28.85944444,28.40083333,27.58527778,28.53583333,27.99527778,27.80333333,27.9425,29.82805555,27.69916666,27.35416667,26.77944444,26.75,26.02722222,27.835,27.97638889,27.8475,27.64222222,28.28527778,24.95611111,25.46638889,25.27138888,23.83333333,24.74222222,23.59305556,22.80972222,22.48083333,22.61027778,22.035,21.98055556,20.76638889,20.88805556,22.1725,21.08944444,22.77111111,19.79,19.58888889,19.71666667,22.08611111,22.915,23.00722222,24.05305555,24.57916667,23.07861111,21.37944444,21.17,20.37805556,19.61027778,21.16222222,18.22138889,17.27944444,18.555,19.10972222,18.99805556,19.76972222,18.53166667,17.91833333,17.93166667,17.43027778,16.94916667,17.02527778,16.68527778,16.73361111,16.63805556,19.12333333,18.34166667,16.93138889,16.40055556,16.27138889,17.03694444,16.13916667,16.53,17.20166667,15.48472222,15.53027778,14.85611111,16.61583333,15.45722222,16.11444444,14.47305556,12.47972222,14.48194444,15.48138888,13.21583333,11.845,10.73388889,11.08194444,9.345833333,11.28277778,9.195,8.3525,7.752777778,6.693333333,7.619444444,5.546944444,6.016388889,4.909444444,6.015,4.529722222,1.796388889,0,3.303888889,4.681944444,5.813888889,3.771388889,4.574444444,2.05,6.388611111,6.379722222,6.995277778,8.206944444,3.845555556,6.812777778,8.4625,10.085,10.24555556,12.09416667,12.73916667,11.73083333,13.39083333,12.37527778,15.71916666,17.7075,13.37694444,14.62944444,15.12805556,15.72972222,16.77083333,16.91527778,18.18472222
Nordland,22.4275,22.51,22.5225,22.55027778,22.91277778,23.15972222,23.69805556,23.53277778,23.25444444,22.29527778,22.005,22.79305556,23.60916667,23.31305556,24.06305556,23.875,24.57277778,25.28722222,23.87722222,24.18055556,26.15333333,25.85888889,26.08611111,26.32138889,26.90527778,26.8425,28.13305555,28.55694444,29.18083333,29.06111111,29.15777778,27.385,27.43611111,27.09472222,26.40333333,30.13111111,29.6875,30.35527778,30.7525,29.10555556,30.94583333,31.00305555,30.94944444,30.82027778,28.74555556,29.32611111,29.66805556,29.95083333,30.36194444,30.24222222,28.83055556,27.53638889,27.71944444,28.64472222,28.05138889,27.93861111,27.99861111,29.69333333,27.75527778,27.48944444,26.91527778,26.88527778,26.1625,27.70111111,27.87194444,27.74333333,27.53777778,28.18111111,25.09138889,24.03888889,23.96777777,22.52972222,23.43861111,22.28833333,21.505,21.17583333,21.30666667,20.73138889,20.52444444,19.46166667,19.58444444,23.17305556,19.78583333,21.4675,18.41611111,18.28388889,18.41305556,20.7825,22.47055556,21.70361111,22.74944444,23.27611111,21.77583333,20.07583333,19.86583333,19.02222222,18.30555556,19.705,16.90305555,15.93944444,17.23972222,17.79583333,17.68305555,18.45694444,17.22305555,16.57777778,16.59111111,16.09,15.60861111,15.68472222,15.34472222,15.39305556,15.2975,17.675,17.03305555,15.47416667,14.94361111,14.81416667,15.57972222,14.68194444,15.07305556,15.745,14.0275,14.07305556,13.39888889,15.1625,14.00027778,14.6575,13.01611111,11.0225,13.02472222,14.02416667,11.75972222,10.38638889,9.275277778,9.623611111,7.887222222,9.823333333,7.7325,6.892222222,6.289166667,5.229722222,6.053055556,4.08,4.549444444,2.6625,4.921666667,3.436666667,1.776388889,3.311944444,0,1.389166667,2.520277778,2.678333333,4.483888889,5.344722222,6.615555556,6.606666667,7.256666667,8.507222222,5.239444444,7.038611111,8.688333333,10.31055556,9.997222222,11.84583333,12.89277778,11.95527778,13.615,12.60055556,15.84361111,17.83166667,13.50138889,14.38111111,14.87972222,15.48138889,16.5225,16.66694444,17.93638889
